,DialogueID,Turn-N,Speaker,Talk,Talk-N,Sp-Act,Text,Mode,Topic,Polarity,Act,Key,Value
678,13,32,2,frag,82,refer,"
",,,positive,punct,type,stop
679,13,33,2,dm,83,init,"
So
",,,,,,
680,13,33,2,decl,84,expressPossibility,"
you can bring it up sure
",poss2,,positive,,,
681,13,33,2,frag,85,refer,"
",,,positive,punct,type,stop
682,13,34,2,frag,86,state,"
Uhhuh you're ready
",,,positive,,,
683,13,34,2,frag,87,refer,"
",,,positive,punct,type,stop
684,13,35,,yes,88,acknowledge,"
Yes
",,,,,,
685,13,35,,frag,89,refer,"
",,,positive,punct,type,stop
686,13,36,2,decl,90,state,"
It is the number is five one
",,number-enum,positive,,,
687,13,36,2,frag,91,refer,"
",,,positive,punct,type,stop
688,13,37,2,frag,92,refer,"
Five
",,,positive,,,
689,13,37,2,frag,93,refer,"
",,,positive,punct,type,stop
690,13,38,2,frag,94,refer,"
Six three four three
",,enum-number,positive,,,
691,13,38,2,frag,95,refer,"
",,,positive,punct,type,stop
692,13,39,2,frag,96,refer,"
Five zero zero two five seven zero
",,number-enum,positive,,,
693,13,39,2,frag,97,refer,"
",,,positive,punct,type,stop
694,13,40,2,frag,98,refer,"
And it's good to April thirtieth of twenty four nineteen twenty four the fax number if you need is three twenty seven
",condition-constrain-partial,number-enum-to-month,positive,,,
695,13,40,2,frag,99,refer,"
",,,positive,punct,type,stop
696,13,41,,dm,100,acknowledge,"
Okay
",,,,,,
697,13,41,,dm,101,init,"
so
",,,,,,
698,13,41,,q-yn,102,reqInfo,"
here's your card today and
",,location,positive,,,
699,13,41,,frag,103,refer,"
",,,positive,punct,type,stop
700,13,42,,dm,104,answer-reaffirm,"
Like I said
",,,,,,
701,13,42,,decl,105,elab-state,"
we you know I see you have your card in its all entered in and everything
",habit,spell,positive,,,
702,13,42,,frag,106,refer,"
",,,positive,punct,type,stop
703,13,43,2,frag,107,refer,"
Mmhm
",,,positive,,,
704,13,43,2,frag,108,refer,"
",,,positive,punct,type,stop
705,13,44,,frag,109,,"
Is that just the only question that you have today is about the routing number and account number yeah if you have additional
",condition-limitation,number,positive,,,
706,13,44,,frag,110,refer,"
",,,positive,punct,type,stop
707,13,45,2,frag,111,stateReason,"
Questions no no no that was the only question because I'm back in court they keep sending me paper checks
",limitation-reason,spell,negative,,,
708,13,45,2,frag,112,refer,"
",,,positive,punct,type,stop
709,13,46,,yes,113,acknowledge,"
Yeah
",,,,,,
710,13,46,,decl,114,stateConstraint,"
they're not they're not supposed to do that but I guess they had to for some reason
",contrast-constrain,spell,negative,,,
711,13,46,,frag,115,refer,"
",,,positive,punct,type,stop
712,13,47,,frag,116,refer,"
Mmhm
",,,positive,,,
713,13,47,,frag,117,refer,"
",,,positive,punct,type,stop
714,13,48,,dm,118,init,"
So
",,,,,,
715,13,48,,frag,119,refer,"
",,,positive,punct,type,stop
716,13,49,,yes,120,acknowledge,"
Yeah
",,,,,,
717,13,49,,frag,121,spell,"
I'm
",,spell,positive,,,
718,13,49,,frag,122,refer,"
",,,positive,punct,type,stop
719,13,50,,dm,123,phatic,"
You know
",,,,,,
720,13,50,,decl,124,state,"
we don't do those we don't do the routing numbers
",,number,negative,,,
721,13,50,,frag,125,refer,"
",,,positive,punct,type,stop
722,13,51,2,decl,126,stateConstraint,"
They have to call of course
",conviction-constrain,,positive,,,
723,13,51,2,frag,127,refer,"
",,,positive,punct,type,stop
724,13,52,,yes,128,acknowledge,"
Yeah
",,,,,,
725,13,52,,decl,129,stateCondition,"
if they get the
",condition,,positive,,,
726,13,52,,frag,130,refer,"
",,,positive,punct,type,stop
727,13,53,2,frag,131,refer,"
nan
",,,positive,,,
728,13,54,,frag,132,hold,"
If they get that information you know if they get the card numbers and just one second here I'll bring this up here for you
",benefit2-hold-condition,number-location-enum-spell,positive,,,
729,13,54,,frag,133,refer,"
",,,positive,punct,type,stop
730,13,55,2,decl,134,stateConstraint,"
Maybe I have to go in person on the car
",constrain,month-spell,positive,,,
731,13,55,2,frag,135,refer,"
",,,positive,punct,type,stop
732,13,56,,dm,136,init,"
So
",,,,,,
733,13,56,,decl,137,state,"
we have we have directions to
",exists,,positive,,,
734,13,56,,frag,138,refer,"
",,,positive,punct,type,stop
735,13,57,2,frag,139,state,"
How to
",,,positive,,,
736,13,57,2,frag,140,refer,"
",,,positive,punct,type,stop
737,13,58,,frag,141,refer,"
Go card to card transfer
",partial,,positive,,,
738,13,58,,frag,142,refer,"
",,,positive,punct,type,stop
739,13,59,2,frag,143,refer,"
Mmhm
",,,positive,,,
740,13,59,2,frag,144,refer,"
",,,positive,punct,type,stop
741,13,60,,frag,145,stateReason,"
But the individual has to actually get the routing number and the account number because that's that's the account number that you're sending it to so you would be the only one that would really know that and then your
",constrain-counter_expectation-reason-limitation,number-enum,positive,,,
742,13,60,,frag,146,refer,"
",,,positive,punct,type,stop
743,13,61,2,frag,147,refer,"
nan
",,,positive,,,
744,13,62,,frag,148,state,"
Part of it starts with you and they're they're sending information which is your money to another Carter another business
",,,positive,,,
745,13,62,,frag,149,refer,"
",,,positive,punct,type,stop
746,13,63,,dm,150,init,"
So
",,,,,,
747,13,63,,decl,151,state,"
we have these in we have steps that sheet that people can follow through to get to the point where that that transaction is completed
",exists,,positive,,,
748,13,63,,frag,152,refer,"
",,,positive,punct,type,stop
749,13,64,,frag,153,stateConstraint,"
But each each individual person has to get their own routing number and account number
",constrain,number,positive,,,
750,13,64,,frag,154,refer,"
",,,positive,punct,type,stop
751,13,65,2,frag,155,spell,"
Do you have a routing number from me so I can go give it just for security
",,number-spell,positive,,,
752,13,65,2,frag,156,refer,"
",,,positive,punct,type,stop
753,13,66,,frag,157,state,"
Ma'am no we do not have any routing numbers engine cut card services
",,number,negative,,,
754,13,66,,frag,158,refer,"
",,,positive,punct,type,stop
755,13,67,2,frag,159,refer,"
Mmhm
",,,positive,,,
756,13,67,2,frag,160,refer,"
",,,positive,punct,type,stop
757,13,68,,decl,161,state,"
We do not have that
",,,negative,,,
758,13,68,,frag,162,refer,"
",,,positive,punct,type,stop
759,13,69,,decl,163,stateConstraint,"
You have to get up yet you have to get the routing number and you have to get the account number the social security office is there to support that and help you but if if they're not
",constrain-condition-contrast-benefit2-exists,number-location,negative,,,
760,13,69,,frag,164,refer,"
",,,positive,punct,type,stop
761,13,70,,frag,165,referTime,"
Able to do that at this time you can still go forward for yourself by getting out a routing number an account number
",poss2,number-time,positive,,,
762,13,70,,frag,166,refer,"
",,,positive,punct,type,stop
763,13,71,2,frag,167,reqInfo,"
From where
",query,,positive,,,
764,13,71,2,frag,168,refer,"
",,,positive,punct,type,stop
765,13,72,,frag,169,answer-state,"
Do you from the do you have a checking account that you could use or anything
",poss2-alternative-exists,,positive,,,
766,13,72,,frag,170,elab-refer,"
",,,positive,punct,type,stop
767,13,73,2,no,171,negate,"
No
",,,,,,
768,13,73,2,no,172,negate,"
no
",,,,,,
769,13,73,2,decl,173,report,"
they told me this was a program for the social security people even if I didn't have a a
",report-condition,spell,negative,,,
770,13,73,2,frag,174,refer,"
",,,positive,punct,type,stop
771,13,74,2,frag,175,state,"
Recall that bank accounts direct deposit
",,,positive,,,
772,13,74,2,frag,176,refer,"
",,,positive,punct,type,stop
773,13,75,2,dm,177,acknowledge,"
Okay
",,,,,,
774,13,75,2,dm,178,init,"
well then
",,,,,,
775,13,75,2,imp,179,suggest,"
let me let me see what I can do but I you know I would like to have the checks in there but you're telling me you don't request you don't send that to them they have to request it right
",contrast-constrain-tag,spell-location,negative,,,
776,13,75,2,frag,180,refer,"
",,,positive,punct,type,stop
777,13,76,,yes,181,accept,"
Yes
",,,,,,
778,13,76,,frag,182,refer,"
",,,positive,punct,type,stop
779,13,77,2,dm,183,acknowledge,"
Okay
",,,,,,
780,13,77,2,dm,184,init,"
well then
",,,,,,
781,13,77,2,decl,185,stateConstraint,"
I'd probably have to go in person again okay thank you
",thank-constrain-probability,spell,positive,,,
782,13,77,2,frag,186,refer,"
",,,positive,punct,type,stop
783,13,78,,frag,187,bye,"
You're welcome bye bye
",farewell-closing,,positive,,,
784,13,78,,frag,188,refer,"
",,,positive,punct,type,stop
785,14,1,,decl,1,state,"
For calling direct express card services this is lily how may I help you
",benefit2,spell,positive,,,
786,14,1,,frag,2,refer,"
",,,positive,punct,type,stop
787,14,2,2,yes,3,acknowledge,"
Yes
",,,,,,
788,14,2,2,decl,4,identifySelf,"
my name is Peter they
",intro,,positive,,,
789,14,2,2,frag,5,refer,"
",,,positive,punct,type,stop
790,14,3,,decl,6,state,"
I'm sorry I didn't get your name
",,spell,negative,,,
791,14,3,,frag,7,refer,"
",,,positive,punct,type,stop
792,14,4,2,decl,8,state,"
My name is Peter lane it I am spent in deposit is currently
",,spell,positive,,,
793,14,4,2,frag,9,refer,"
",,,positive,punct,type,stop
794,14,5,,dm,10,acknowledge,"
Okay
",,,,,,
795,14,5,,q-yn,11,reqConfirm,"
did you say P
",report,spell,positive,,,
796,14,5,,frag,12,refer,"
",,,positive,punct,type,stop
797,14,5,,frag,13,refer,"
",,,positive,punct,type,stop
798,14,6,2,yes,14,confirm-acknowledge,"
Yes
",,,,,,
799,14,6,2,frag,15,elab-refer,"
",,,positive,punct,type,stop
800,14,7,,frag,16,refer,"
L
",,spell,positive,,,
801,14,7,,frag,17,refer,"
",,,positive,punct,type,stop
802,14,7,,frag,18,refer,"
A
",,spell,positive,,,
803,14,7,,frag,19,refer,"
",,,positive,punct,type,stop
804,14,7,,frag,20,refer,"
N
",,spell,positive,,,
805,14,7,,frag,21,refer,"
",,,positive,punct,type,stop
806,14,7,,dm,22,hesitate,"
E
",,,,,,
807,14,7,,frag,23,refer,"
",,,positive,punct,type,stop
808,14,7,,frag,24,refer,"
",,,positive,punct,type,stop
809,14,8,2,frag,25,refer,"
L
",,spell,positive,,,
810,14,8,2,frag,26,refer,"
",,,positive,punct,type,stop
811,14,8,2,frag,27,refer,"
A
",,spell,positive,,,
812,14,8,2,frag,28,refer,"
",,,positive,punct,type,stop
813,14,8,2,frag,29,refer,"
N
",,spell,positive,,,
814,14,8,2,frag,30,refer,"
",,,positive,punct,type,stop
815,14,8,2,frag,31,refer,"
me
",,,positive,,,
816,14,8,2,frag,32,refer,"
",,,positive,punct,type,stop
817,14,9,,dm,33,acknowledge,"
Okay
",,,,,,
818,14,9,,frag,34,refer,"
",,,positive,punct,type,stop
819,14,10,,frag,35,state,"
And you're expecting a deposit
",,,positive,,,
820,14,10,,frag,36,refer,"
",,,positive,punct,type,stop
821,14,11,2,yes,37,acknowledge,"
Yeah
",,,,,,
822,14,11,2,frag,38,refer,"
",,,positive,punct,type,stop
823,14,12,,dm,39,acknowledge,"
Okay
",,,,,,
824,14,12,,frag,40,state,"
it winds my computer
",,,positive,,,
825,14,12,,frag,41,refer,"
",,,positive,punct,type,stop
826,14,13,,frag,42,state,"
Name is do not configure
",,,negative,,,
827,14,13,,frag,43,refer,"
",,,positive,punct,type,stop
828,14,14,,decl,44,state,"
Can I put you on a brief hold just one second I need to log into my computer I'm sorry I've been having technical
",hold,spell-number-enum,positive,,,
829,14,14,,frag,45,refer,"
",,,positive,punct,type,stop
830,14,15,,dm,46,acknowledge,"
Okay
",,,,,,
831,14,15,,frag,47,thank,"
thank you I'll be right back thank you
",thank,spell,positive,,,
832,14,15,,frag,48,refer,"
",,,positive,punct,type,stop
833,14,16,2,frag,49,refer,"
nan
",,,positive,,,
834,14,17,,decl,50,state,"
I'm sorry I didn't mean to push the button for thank you so much
",thank,spell,negative,,,
835,14,17,,frag,51,refer,"
",,,positive,punct,type,stop
836,14,18,2,frag,52,reqConfirm,"
We all right
",tag,,positive,,,
837,14,18,2,frag,53,refer,"
",,,positive,punct,type,stop
838,14,19,,frag,54,reqConfirm,"
Out right
",tag,,positive,,,
839,14,19,,frag,55,refer,"
",,,positive,punct,type,stop
840,14,20,,frag,56,confirm-direct,"
Thank you for your patience I do apologize and Mister lane what is the last four numbers of your direct express card please
",request,number-enum-spell,positive,,,
841,14,20,,frag,57,elab-refer,"
",,,positive,punct,type,stop
842,14,21,2,frag,58,refer,"
nan
",,,positive,,,
843,14,22,,frag,59,refer,"
Four
",,,positive,,,
844,14,22,,frag,60,refer,"
",,,positive,punct,type,stop
845,14,23,2,frag,61,refer,"
Forty
",,,positive,,,
846,14,23,2,frag,62,refer,"
",,,positive,punct,type,stop
847,14,24,,frag,63,refer,"
Thank you and the last four of your social
",,number-enum,positive,,,
848,14,24,,frag,64,refer,"
",,,positive,punct,type,stop
849,14,25,2,frag,65,state,"
Both of those
",,,positive,,,
850,14,25,2,frag,66,refer,"
",,,positive,punct,type,stop
851,14,26,2,frag,67,refer,"
Zero three
",,number-enum,positive,,,
852,14,26,2,frag,68,refer,"
",,,positive,punct,type,stop
853,14,27,,frag,69,reqConfirm,"
Thank you Kay and you said you wanted the balance of your car
",preference2-report,,positive,,,
854,14,27,,frag,70,refer,"
",,,positive,punct,type,stop
855,14,28,2,yes,71,confirm-acknowledge,"
Yes
",,,,,,
856,14,28,2,frag,72,elab-refer,"
",,,positive,punct,type,stop
857,14,29,2,frag,73,refer,"
nan
",,,positive,,,
858,14,30,2,frag,74,refer,"
Three
",,,positive,,,
859,14,30,2,frag,75,refer,"
",,,positive,punct,type,stop
860,14,31,,decl,76,state,"
You were asking about your deposit
",,,positive,,,
861,14,31,,frag,77,refer,"
",,,positive,punct,type,stop
862,14,32,2,frag,78,refer,"
nan
",,,positive,,,
863,14,33,,frag,79,referPossibility,"
Let's see what I can say anything sometimes we can see if they're going to put something like one or two days before
",alternative-habit-condition-poss1,enum-number-spell-time,positive,,,
864,14,33,,frag,80,refer,"
",,,positive,punct,type,stop
865,14,34,2,frag,81,refer,"
nan
",,,positive,,,
866,14,35,,no,82,negate,"
Nope
",,,,,,
867,14,35,,decl,83,stateConstraint,"
the last thing we have was for June nineteenth four hundred and four dollars you would have to reach out to your benefits provider they're the ones who load the car with the money and that is the Social Security Administration in your case I would you like their phone number
",constrain-preference2,number-enum-month-spell-currency,positive,,,
868,14,35,,frag,84,refer,"
",,,positive,punct,type,stop
869,14,36,2,frag,85,refer,"
nan
",,,positive,,,
870,14,37,,yes,86,acknowledge,"
Yeah
",,,,,,
871,14,37,,frag,87,refer,"
",,,positive,punct,type,stop
872,14,38,,dm,88,expressSurprise,"
Oh
",,,,,,
873,14,38,,decl,89,state,"
you're fine
",,,positive,,,
874,14,38,,frag,90,refer,"
",,,positive,punct,type,stop
875,14,39,2,decl,91,state,"
I've never seen
",habit,spell,negative,,,
876,14,39,2,frag,92,refer,"
",,,positive,punct,type,stop
877,14,40,2,decl,93,state,"
It's right on the website
",,,positive,,,
878,14,40,2,frag,94,refer,"
",,,positive,punct,type,stop
879,14,41,,decl,95,state,"
It's one eight hundred
",,number-enum,positive,,,
880,14,41,,frag,96,refer,"
",,,positive,punct,type,stop
881,14,42,,frag,97,refer,"
Seven seven two
",,number-enum,positive,,,
882,14,42,,frag,98,refer,"
",,,positive,punct,type,stop
883,14,43,,frag,99,refer,"
Eight
",,,positive,,,
884,14,43,,frag,100,refer,"
",,,positive,punct,type,stop
885,14,44,2,frag,101,refer,"
nan
",,,positive,,,
886,14,45,2,frag,102,echo-refer,"
nan
",,,positive,,,
887,14,46,2,frag,103,refer,"
Two
",,,positive,,,
888,14,46,2,frag,104,refer,"
",,,positive,punct,type,stop
889,14,47,,frag,105,refer,"
One two one three
",,enum-number,positive,,,
890,14,47,,frag,106,refer,"
",,,positive,punct,type,stop
891,14,48,2,dm,107,acknowledge,"
Okay
",,,,,,
892,14,48,2,frag,108,refer,"
",,,positive,punct,type,stop
893,14,49,,dm,109,acknowledge,"
Okay
",,,,,,
894,14,49,,decl,110,direct,"
you're welcome in Mr line I'm sorry to hold you can you verify your cell phone number please
",regret-request-poss2,verify-spell-number-location,positive,,,
895,14,49,,frag,111,refer,"
",,,positive,punct,type,stop
896,14,50,2,frag,112,refer,"
nan
",,,positive,,,
897,14,51,2,frag,113,refer,"
Three two one
",,enum-number,positive,,,
898,14,51,2,frag,114,refer,"
",,,positive,punct,type,stop
899,14,52,2,no,115,negate,"
No
",,,,,,
900,14,52,2,frag,116,refer,"
",,,positive,punct,type,stop
901,14,53,2,frag,117,refer,"
Two
",,,positive,,,
902,14,53,2,frag,118,refer,"
",,,positive,punct,type,stop
903,14,54,2,frag,119,refer,"
nan
",,,positive,,,
904,14,55,,yes,120,acknowledge,"
Yes
",,,,,,
905,14,55,,dm,121,acknowledge,"
okay
",,,,,,
906,14,55,,q-yn,122,reqInfo,"
is it the number you're calling from
",,number,positive,,,
907,14,55,,frag,123,refer,"
",,,positive,punct,type,stop
908,14,56,2,yes,124,answer-acknowledge,"
Yes
",,,,,,
909,14,56,2,frag,125,elab-refer,"
",,,positive,punct,type,stop
910,14,57,,dm,126,acknowledge,"
Okay
",,,,,,
911,14,57,,frag,127,enumerate,"
seven five seven three eight one one two five two
",,enum-number,positive,,,
912,14,57,,frag,128,refer,"
",,,positive,punct,type,stop
913,14,58,2,dm,129,acknowledge,"
Right
",,,,,,
914,14,58,2,frag,130,refer,"
",,,positive,punct,type,stop
915,14,59,,dm,131,acknowledge,"
Okay
",,,,,,
916,14,59,,q-yn,132,reqInfoPreference,"
and do you have an email address you would like to add
",preference2-exists,address,positive,,,
917,14,59,,frag,133,refer,"
",,,positive,punct,type,stop
918,14,60,2,frag,134,answer-expressPreference-refer,"
nan
",,,positive,,,
919,14,61,,decl,135,direct,"
You're fine and your date of birth please
",request,date,positive,,,
920,14,61,,frag,136,refer,"
",,,positive,punct,type,stop
921,14,62,,dm,137,init,"
All right
",,,,,,
922,14,62,,decl,138,expressRegret,"
and the last question I'm sorry to hold you I'm just looking to see if your
",regret-condition,spell,positive,,,
923,14,62,,frag,139,refer,"
",,,positive,punct,type,stop
924,14,63,,frag,140,state,"
Set up for
",,,positive,,,
925,14,63,,frag,141,refer,"
",,,positive,punct,type,stop
926,14,64,,frag,142,spell,"
Alerts and you are set up for a large okay is there anything else I can assist you with or try
",exists-alternative,location-spell,positive,,,
927,14,64,,frag,143,refer,"
",,,positive,punct,type,stop
928,14,65,2,decl,144,state,"
That's needed to call if you're seeing
",condition,,positive,,,
929,14,65,2,frag,145,refer,"
",,,positive,punct,type,stop
930,14,66,2,frag,146,refer,"
nan
",,,positive,,,
931,14,67,,dm,147,acknowledge,"
Okay
",,,,,,
932,14,67,,frag,148,refer,"
",,,positive,punct,type,stop
933,14,68,,dm,149,acknowledge,"
Okay
",,,,,,
934,14,68,,dm,150,muse,"
well
",,,,,,
935,14,68,,frag,151,thank,"
thank you for calling
",,,,,,
936,14,68,,frag,152,thank,"
direct express card services thank you for your patience with me on my cell computer and Mister lane you have a wonderful day Sir okay
",thank,,positive,,,
937,14,68,,frag,153,refer,"
",,,positive,punct,type,stop
938,14,69,2,frag,154,agree,"
You too
",,,,,,
939,14,69,2,dm,155,init,"
all right
",,,,,,
940,14,69,2,frag,156,refer,"
",,,positive,punct,type,stop
941,14,70,,dm,157,acknowledge,"
Okay
",,,,,,
942,14,70,,frag,158,bye-thank,"
thank you so much bye bye
",closing-farewell-thank,,positive,,,
943,14,70,,frag,159,refer,"
",,,positive,punct,type,stop
944,15,1,,frag,1,thank,"
Thank you for calling
",,,,,,
945,15,1,,frag,2,spell,"
direct express card services this is Laurie how may I help you
",benefit2,spell,positive,,,
946,15,1,,frag,3,refer,"
",,,positive,punct,type,stop
947,15,2,1,dm,4,exclaim,"
Oh my god
",,,,,,
948,15,2,1,frag,5,state,"
email alert my phone
",,,positive,,,
949,15,2,1,frag,6,refer,"
",,,positive,punct,type,stop
950,15,3,,dm,7,acknowledge,"
Okay
",,,,,,
951,15,3,,q-wh,8,reqInfo,"
what's your first name
",,,positive,,,
952,15,3,,frag,9,refer,"
",,,positive,punct,type,stop
953,15,4,1,frag,10,answer-state,"
Zero first name is Emmett
",,,positive,,,
954,15,4,1,frag,11,elab-refer,"
",,,positive,punct,type,stop
955,15,5,,dm,12,acknowledge,"
Okay
",,,,,,
956,15,5,,frag,13,refer,"
",,,positive,punct,type,stop
957,15,6,,frag,14,greet,"
Hi
",,,,,,
958,15,6,,frag,15,reqConfirm,"
today okay and you said Whitfield
",report,location_Anglo,positive,,,
959,15,6,,frag,16,refer,"
",,,positive,punct,type,stop
960,15,7,1,frag,17,confirm-state,"
Thank you
",,,positive,,,
961,15,7,1,frag,18,elab-refer,"
",,,positive,punct,type,stop
962,15,8,,frag,19,refer,"
W
",,spell,positive,,,
963,15,8,,frag,20,refer,"
",,,positive,punct,type,stop
964,15,8,,frag,21,refer,"
H
",,spell,positive,,,
965,15,8,,frag,22,refer,"
",,,positive,punct,type,stop
966,15,8,,frag,23,refer,"
I
",,spell,positive,,,
967,15,8,,frag,24,refer,"
",,,positive,punct,type,stop
968,15,8,,frag,25,refer,"
T
",,spell,positive,,,
969,15,8,,frag,26,refer,"
",,,positive,punct,type,stop
970,15,8,,frag,27,refer,"
F
",,spell,positive,,,
971,15,8,,frag,28,refer,"
",,,positive,punct,type,stop
972,15,8,,frag,29,refer,"
I
",,spell,positive,,,
973,15,8,,frag,30,refer,"
",,,positive,punct,type,stop
974,15,8,,dm,31,hesitate,"
E
",,,,,,
975,15,8,,frag,32,refer,"
",,,positive,punct,type,stop
976,15,8,,frag,33,refer,"
L
",,spell,positive,,,
977,15,8,,frag,34,refer,"
",,,positive,punct,type,stop
978,15,8,,frag,35,refer,"
D
",,spell,positive,,,
979,15,8,,frag,36,refer,"
",,,positive,punct,type,stop
980,15,8,,frag,37,refer,"
",,,positive,punct,type,stop
981,15,9,1,yes,38,acknowledge,"
Yes
",,,,,,
982,15,9,1,frag,39,refer,"
",,,positive,punct,type,stop
983,15,10,,frag,40,state,"
Thank you
",,,positive,,,
984,15,10,,frag,41,refer,"
",,,positive,punct,type,stop
985,15,11,,dm,42,muse,"
Well
",,,,,,
986,15,11,,frag,43,thank,"
thank you can I put you on a brief all I'm sorry my computer I just have to log in just take a couple seconds okay
",thank-constrain-poss2,spell-enum,positive,,,
987,15,11,,frag,44,refer,"
",,,positive,punct,type,stop
988,15,12,1,frag,45,state,"
Thank you
",,,positive,,,
989,15,12,1,frag,46,refer,"
",,,positive,punct,type,stop
990,15,13,,frag,47,hold,"
I'm not gonna keep you on hold just one second let me try it again I do apologize for that
",hold,spell-number-enum,negative,,,
991,15,13,,frag,48,refer,"
",,,positive,punct,type,stop
992,15,14,,frag,49,refer,"
Is A
",partial,spell,positive,,,
993,15,14,,frag,50,refer,"
",,,positive,punct,type,stop
994,15,14,,frag,51,refer,"
N
",,spell,positive,,,
995,15,14,,frag,52,refer,"
",,,positive,punct,type,stop
996,15,14,,frag,53,refer,"
N
",,spell,positive,,,
997,15,14,,frag,54,refer,"
",,,positive,punct,type,stop
998,15,14,,dm,55,hesitate,"
E
",,,,,,
999,15,14,,frag,56,refer,"
",,,positive,punct,type,stop
1000,15,14,,frag,57,refer,"
T
",,spell,positive,,,
1001,15,14,,frag,58,refer,"
",,,positive,punct,type,stop
1002,15,14,,frag,59,refer,"
T
",,spell,positive,,,
1003,15,14,,frag,60,refer,"
",,,positive,punct,type,stop
1004,15,14,,dm,61,hesitate,"
E
",,,,,,
1005,15,14,,frag,62,refer,"
",,,positive,punct,type,stop
1006,15,14,,frag,63,refer,"
",,,positive,punct,type,stop
1007,15,15,1,yes,64,acknowledge,"
Yes
",,,,,,
1008,15,15,1,frag,65,refer,"
",,,positive,punct,type,stop
1009,15,16,1,frag,66,spell,"
Are you my middle initial is J
",,spell-name,positive,,,
1010,15,16,1,frag,67,refer,"
",,,positive,punct,type,stop
1011,15,16,1,frag,68,refer,"
",,,positive,punct,type,stop
1012,15,17,,dm,69,acknowledge,"
Okay
",,,,,,
1013,15,17,,frag,70,refer,"
",,,positive,punct,type,stop
1014,15,18,,dm,71,acknowledge,"
Okay
",,,,,,
1015,15,18,,q-wh,72,reqInfo,"
and what is the last four of your card number please
",request,number-enum,positive,,,
1016,15,18,,frag,73,refer,"
",,,positive,punct,type,stop
1017,15,19,1,no,74,answer-negate,"
No
",,,,,,
1018,15,19,1,frag,75,elab-refer,"
",,,positive,punct,type,stop
1019,15,20,,dm,76,acknowledge,"
Okay
",,,,,,
1020,15,20,,frag,77,thank,"
thank you
",thank,,positive,,,
1021,15,20,,frag,78,refer,"
",,,positive,punct,type,stop
1022,15,21,,frag,79,refer,"
And what is the last four of your social
",,enum-number,positive,,,
1023,15,21,,frag,80,refer,"
",,,positive,punct,type,stop
1024,15,22,1,no,81,negate,"
No
",,,,,,
1025,15,22,1,frag,82,enumerate,"
one one
",,enum-number,positive,,,
1026,15,22,1,frag,83,refer,"
",,,positive,punct,type,stop
1027,15,23,,dm,84,acknowledge,"
Okay
",,,,,,
1028,15,23,,frag,85,thank,"
and thank you so much for your patience you want to be set up for a large
",thank,,positive,,,
1029,15,23,,frag,86,refer,"
",,,positive,punct,type,stop
1030,15,24,1,yes,87,acknowledge,"
Yes
",,,,,,
1031,15,24,1,frag,88,refer,"
",,,positive,punct,type,stop
1032,15,25,,dm,89,acknowledge,"
Okay
",,,,,,
1033,15,25,,frag,90,refer,"
",,,positive,punct,type,stop
1034,15,26,,dm,91,acknowledge,"
Okay
",,,,,,
1035,15,26,,dm,92,hold,"
let's see
",,,,,,
1036,15,26,,frag,93,refer,"
",,,positive,punct,type,stop
1037,15,27,,frag,94,state,"
Can you verify your cell phone number
",,number-verify,positive,,,
1038,15,27,,frag,95,refer,"
",,,positive,punct,type,stop
1039,15,28,1,frag,96,refer,"
Four three four
",,enum-number,positive,,,
1040,15,28,1,frag,97,refer,"
",,,positive,punct,type,stop
1041,15,29,1,frag,98,refer,"
Three two seven four three six
",,number-enum,positive,,,
1042,15,29,1,frag,99,refer,"
",,,positive,punct,type,stop
1043,15,30,,frag,100,state,"
Thank you and do you have an email address
",exists,address,positive,,,
1044,15,30,,frag,101,refer,"
",,,positive,punct,type,stop
1045,15,31,1,dm,102,hesitate,"
U
",,,,,,
1046,15,31,1,frag,103,refer,"
",,,positive,punct,type,stop
1047,15,31,1,frag,104,refer,"
S
",,spell,positive,,,
1048,15,31,1,frag,105,refer,"
",,,positive,punct,type,stop
1049,15,31,1,frag,106,refer,"
",,,positive,punct,type,stop
1050,15,32,,decl,107,state,"
Patch okay let me get into that field moment
",,,positive,,,
1051,15,32,,frag,108,refer,"
",,,positive,punct,type,stop
1052,15,33,,dm,109,acknowledge,"
Okay
",,,,,,
1053,15,33,,q-wh,110,reqInfo,"
what's your email address
",,address,positive,,,
1054,15,33,,frag,111,refer,"
",,,positive,punct,type,stop
1055,15,34,1,yes,112,answer-acknowledge,"
Yes
",,,,,,
1056,15,34,1,frag,113,elab-refer,"
",,,positive,punct,type,stop
1057,15,35,1,frag,114,state,"
That we feel
",,,positive,,,
1058,15,35,1,frag,115,refer,"
",,,positive,punct,type,stop
1059,15,36,1,dm,116,exclaim,"
Hey
",,,,,,
1060,15,36,1,frag,117,state,"
Yahoo dot com
",,,positive,,,
1061,15,36,1,frag,118,refer,"
",,,positive,punct,type,stop
1062,15,37,,frag,119,state,"
Thank you
",,,positive,,,
1063,15,37,,frag,120,refer,"
",,,positive,punct,type,stop
1064,15,38,,decl,121,state,"
That's a net A
",,spell,positive,,,
1065,15,38,,frag,122,refer,"
",,,positive,punct,type,stop
1066,15,38,,frag,123,refer,"
N
",,spell,positive,,,
1067,15,38,,frag,124,refer,"
",,,positive,punct,type,stop
1068,15,38,,frag,125,refer,"
N
",,spell,positive,,,
1069,15,38,,frag,126,refer,"
",,,positive,punct,type,stop
1070,15,38,,dm,127,hesitate,"
E
",,,,,,
1071,15,38,,frag,128,refer,"
",,,positive,punct,type,stop
