Call_ID,Speaker,Dialogue,Intents,Ents
7,1,now,['CAUSE'],
7,2,the same as before card will stay active until you receive the new you give us a call,"['CONDITION_DIRECT', 'CARD', 'EFFECT']",
7,1,we will,[],
7,2,activate it,[],
7,1,for you,['CAUSE'],
7,1,okay,['ACCEPT_POS'],
7,1,bye,['BYE_FORMAL'],
7,1,hello hello,['GREET_FORMAL'],
7,2,no worries lucy thank you for calling australia post load and go and have a great,"['CAUSE', 'ACK_POS', 'NEGATE_DIRECT', 'WISH_DIRECT', 'ACCEPT_POS', 'INTRODUCE_COMPANY', 'THANK_DIRECT']","(Lucy, PERSON)"
7,1,day,[],
7,1,bye bye,['BYE_FORMAL'],
7,1,bye bye,['BYE_FORMAL'],
7,1,s,[],
8,1,hello,['GREET_FORMAL'],
8,2,hello fiona this is omar from australia post loading go support how are you doing today,"['INTRODUCE_SELF', 'INTRODUCE_COMPANY', 'GREET_FORMAL']","(Fiona, GPE),(Omar, PERSON),(Australia, GPE),(today, DATE)"
8,1,yeah i am good thank you,"['ACK_POS', 'INTRODUCE_SELF', 'ACCEPT_POS', 'THANK_DIRECT']",
8,2,thank you very much so,"['EFFECT', 'THANK_DIRECT']",
8,2,if you have minutes to talk i will just it is in regards of your card reissue,"['CONDITION_DIRECT', 'CARD', 'INTRODUCE_SELF']","(minutes, TIME)"
8,1,uh huh,"['ACCEPT_POS', 'HESITATE_DIRECT']",
8,2,yeah,['ACCEPT_POS'],
8,2,so i have made a mistake when i have reissued your card,"['CONDITION_DIRECT', 'CARD', 'EFFECT', 'ADMIT_MISTAKE']",
8,2,i have reissued without updating the expiry date fiona,['DATE'],"(Fiona, GPE)"
8,2,i do apologize for my mistake,"['CAUSE', 'ADMIT_MISTAKE']",
8,2,i am calling you back to advise you that i will be reissuing your card today,"['INTRODUCE_SELF', 'CARD', 'INTRODUCE_COMPANY']","(today, DATE)"
8,2,but this time,"['CONDITION_DIRECT', 'EFFECT']",
8,2,i choose the right option and update your expiry date so i am just calling you to advise you of that and to apologize for my mistake,"['ALTERNATIVE_DIRECT', 'ADMIT_MISTAKE', 'EFFECT', 'DATE', 'CAUSE', 'INTRODUCE_SELF', 'ACCEPT_POS', 'INTRODUCE_COMPANY']",
8,1,ok so there will be that will come with the wrong expiry date and there will be another coming again you say,"['EFFECT', 'INIT_DIRECT_MID', 'DATE']",
8,2,exactly fiona,['AGREE_DIRECT'],"(Fiona, GPE)"
8,2,yeah,['ACCEPT_POS'],
8,1,okay then,"['CONDITION_DIRECT', 'ACCEPT_POS']",
8,2,thank you very much for your comprehension and i wish you a great day fiona,"['CAUSE', 'ACK_POS', 'DESIRE_DIRECT', 'ACCEPT_POS', 'WISH_DIRECT', 'THANK_DIRECT']","(Fiona, GPE)"
8,1,ok then thank you,"['THANK_DIRECT', 'CONDITION_DIRECT']",
8,1,thank you bye bye,"['BYE_FORMAL', 'THANK_DIRECT']",
8,1,bye,['BYE_FORMAL'],
9,1,hi,['GREET_FORMAL'],
9,1,the person you have a called is not available please leave a short seconds message after the tone,"['VERIFY_DETAIL', 'NEGATE_DIRECT', 'INTRODUCE_COMPANY']","(seconds, TIME)"
9,1,and we will send the message as a text,['EFFECT'],
9,2,hey alison this is ghulam i am calling from australia post load and go support,"['INTRODUCE_SELF', 'HESITATE_DIRECT', 'INTRODUCE_COMPANY', 'GREET_FORMAL']","(Alison, PERSON),(Australia, GPE)"
9,2,i am at your earliest convenience can you please get in touch with us,"['VERIFY_DETAIL', 'INTRODUCE_SELF', 'REQUEST_DIRECT']",
9,1,your voice message is being converted to text it will be sent as an sms,"['CAUSE', 'EFFECT']",
9,1,thanks for using toasters message to text service,"['CAUSE', 'THANK_DIRECT']",
10,0,thank you for calling direct express card services my name is merry have your name please,"['CAUSE', 'VERIFY_DETAIL', 'NAME', 'INTRODUCE_SELF', 'CARD', 'INTRODUCE_COMPANY', 'THANK_DIRECT']",
10,2,hello my name l hay suss,"['INTRODUCE_SELF', 'NAME', 'GREET_FORMAL']","(L, ORG)"
10,0,the last digits of your card number,"['CARD', 'DIGITS']",
10,2,zero,[],"(Zero, CARDINAL)"
10,0,the last digits of your social security number,"['DIGITS', 'SSN']",
10,0,and your date of birth,['DOB'],
10,2,to,[],"(Six, CARDINAL)"
10,0,thank you for that information,"['CAUSE', 'THANK_DIRECT']",
10,0,i am just going to check to see if your car profiles updated and then share some information with you today,"['CONDITION_DIRECT', 'INTRODUCE_SELF']","(today, DATE)"
10,2,okay well i just got a new car and i just packed i got a question so go ahead,"['INFO_DIRECT', 'ACCEPT_POS', 'EFFECT']",
10,0,do you have a mobile phone number tony,"['PHONE', 'VERIFY_DETAIL', 'NUMBER']","(Tony, PERSON)"
10,2,cell phone,['PHONE'],"(Cell, ORG)"
10,0,yes,['ACCEPT_POS'],
10,2,oh,"['NEGATE_DIRECT', 'HESITATE_DIRECT']","(Seven, CARDINAL)"
10,0,oh wait,"['HOLD_DIRECT', 'NEGATE_DIRECT', 'HESITATE_DIRECT']",
10,2,oh,"['NEGATE_DIRECT', 'HESITATE_DIRECT']","(Seven, CARDINAL)"
10,0,do you have an email address,"['VERIFY_DETAIL', 'EMAIL', 'ADDRESS']",
10,2,hi david i do not do email i do not remember i have to look at that,"['EMAIL', 'NEGATE_DIRECT', 'OBLIGATION_DIRECT', 'INFO_DIRECT', 'GREET_FORMAL']","(David, PERSON)"
10,0,okay that is fine i will update this phone number,"['PHONE', 'ACCEPT_POS']",
10,0,before i share this information with you what questions you have for me today,"['CAUSE', 'INFO_DIRECT']","(today, DATE)"
10,2,well i just activated it,['EFFECT'],
10,2,and,[],
10,2,they said in i had a deposit of dollars,[],"(June, DATE)"
10,2,how much do i have on that account madam,"['ACCOUNT', 'OBLIGATION_QUES']",
10,0,i show you have a balance of cents,[],
10,2,okay,['ACCEPT_POS'],
10,2,and then i will get my social security on the tent,"['CONDITION_DIRECT', 'SSN']",
10,0,on the tenth i show a pending deposit for,['CAUSE'],
10,2,okay,['ACCEPT_POS'],
10,0,okay so i am going to share some information with you today,"['EFFECT', 'INTRODUCE_SELF', 'ACCEPT_POS']","(today, DATE)"
10,2,we,[],
10,0,we want to thank you and extend a warm welcome to you for being part of the direct express program we have updated our systems to provide you better service as always you can use your card or mastercard is accepted this includes making purchases setting up automatic bill payments for utilities and smartphones,"['ALTERNATIVE_DIRECT', 'EFFECT', 'CAUSE', 'DESIRE_DIRECT', 'CARD', 'ACCEPT_POS', 'INTRODUCE_COMPANY', 'THANK_DIRECT']","(MasterCard, ORG)"
10,0,well as a team what draws let me sure features available to you we have the direct express cast texas we jr which allows you to go to any wal-mart location and access cash from your card without making a purchase for a fee of a dollar,"['ALTERNATIVE_DIRECT', 'EFFECT', 'OFFER_DIRECT', 'CAUSE', 'VERIFY_DETAIL', 'CARD', 'ACCEPT_POS', 'INTRODUCE_COMPANY']","(Texas, GPE),(Jr, PERSON)"
10,0,you can enjoy the new card holder webster to access your card information,"['CARD', 'ACCEPT_POS', 'WISH_DIRECT']",
10,2,what he is saying now about going,['CAUSE'],
10,2,for free the last,['CAUSE'],
10,0,wal-mart you can go to you can go to any wal-mart money center and access up to dollars in cash for a fee of a dollar,"['CAUSE', 'ALTERNATIVE_DIRECT', 'ACCEPT_POS']",
10,2,okay,['ACCEPT_POS'],
10,0,that is just at wal-mart you can go into any banking get a withdrawal for free though,"['CAUSE', 'CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'ACCEPT_POS']",
10,2,okay,['ACCEPT_POS'],
10,0,so you can enjoy the new card holder webster,"['EFFECT', 'CARD', 'ACCEPT_POS', 'WISH_DIRECT']",
10,0,i am sorry,"['REFUSE_DIRECT', 'PARDON_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT']",
10,2,your your your you know,['REPEAT_DIRECT'],
10,2,and when you your brain telling her your body telling your brain you need oxygen,['CONDITION_DIRECT'],
10,0,that i must need a lot of oxygen today,['OBLIGATION_DIRECT'],"(today, DATE)"
10,2,i know person who was younger who bonded,[],
10,0,yeah i know that and i have been having a hard i have been having a hard time today and i do apologize for that,"['CAUSE', 'ACCEPT_POS', 'ADMIT_MISTAKE']","(today, DATE)"
10,2,well i am i am very smart all,"['INTRODUCE_SELF', 'EFFECT']",
10,2,okay,['ACCEPT_POS'],
10,0,okay so you can enjoy your new card holder webster to access your card information check your balances view and print your transactions and make changes to your personal information you also set up alerts notifying you of opposed to deposit low balance transaction activity in changing pin,"['EFFECT', 'INIT_DIRECT_MID', 'CARD', 'ACCEPT_POS', 'WISH_DIRECT']",
10,0,you can go to our webster at w w w s direct,['ACCEPT_POS'],"(W W W S, FAC)"
10,0,please be sure to select the card beginning with the,"['VERIFY_DETAIL', 'CARD', 'ACCEPT_POS']",
10,0,also you can perform various activities using our automated phone system such as card activation pin changes balance inquire reason listener transaction details our friendly agents are available to you,"['EFFECT', 'VERIFY_DETAIL', 'INIT_DIRECT_MID', 'PHONE', 'CARD', 'ACCEPT_POS']",
10,0,coming soon we have a new mobile app to help you stay connected with your card account anytime anywhere we will soon be offering a card holder from the mobile app again we are happy to welcome me to the direct express program and believe your finder features and benefits convenient easy to use,"['INIT_DIRECT_MID', 'ACCOUNT', 'PHONE', 'CARD', 'INTRODUCE_COMPANY']",
10,0,now today would you like me to set up the text alerts for you,"['OFFER_DIRECT', 'CAUSE']","(today, DATE)"
10,2,well something i did not do it alerts me,"['BLAME_REJECT', 'NEGATE_DIRECT', 'EFFECT']",
10,0,so the text alerts would be,['EFFECT'],
10,0,the first will be for your debit transactions oppose so anytime you use your card you will get an alert,"['CAUSE', 'CARD', 'EFFECT']",
10,0,then we have for a wrong pin attempts if you were to enter the wrong pin number you would get an alert,"['CAUSE', 'CONDITION_DIRECT', 'NUMBER']",
10,0,then we have,['CONDITION_DIRECT'],
10,2,i do not think i need that,"['OPINION_DIRECT', 'VERIFY_DETAIL', 'NEGATE_DIRECT']",
10,0,you do not need that okay would you like to opt into our promotional alerts,"['OFFER_DIRECT', 'ACCEPT_POS', 'NEGATE_DIRECT']",
10,2,what is that name,"['VERIFY_DETAIL', 'INTRODUCE_SELF', 'NAME']",
10,0,they will send you promotions through alerts sir average once they have,"['ADDRESS_FORMAL', 'CAUSE']",
10,2,well let me hear you sir card first,"['ADDRESS_FORMAL', 'CARD', 'EFFECT', 'OFFER_DIRECT']",
10,0,okay absolutely you can sign up for them at any time,"['ALTERNATIVE_DIRECT', 'CAUSE', 'ACK_POS', 'AGREE_DIRECT', 'ACCEPT_POS']",
10,2,okay,['ACCEPT_POS'],
10,0,okay do you have any other questions for me today tony,"['ALTERNATIVE_DIRECT', 'CAUSE', 'VERIFY_DETAIL', 'INFO_DIRECT', 'ACCEPT_POS']","(today, DATE),(Tony, PERSON)"
10,2,no that is all thank you,"['ACCEPT_NEG', 'NEGATE_DIRECT', 'THANK_DIRECT']",
10,0,you are welcome sir thank you for calling direct express card services you have a good day,"['THANK_RESPONSE', 'ADDRESS_FORMAL', 'CAUSE', 'ACK_POS', 'BYE_FORMAL', 'CARD', 'ACCEPT_POS', 'INTRODUCE_COMPANY', 'THANK_DIRECT']",
10,2,line for minutes i want help yeah a lot of i would log on thank you,"['CAUSE', 'DESIRE_DIRECT', 'ACCEPT_POS', 'THANK_DIRECT']",
10,0,sir you are welcome bye,"['ADDRESS_FORMAL', 'INTRODUCE_COMPANY', 'THANK_RESPONSE', 'BYE_FORMAL']",
10,2,bye,['BYE_FORMAL'],
10,2,what else,['OFFER_DIRECT'],
11,0,thank you for calling direct,"['CAUSE', 'INTRODUCE_COMPANY', 'THANK_DIRECT']",
11,0,express card services this town how i help you today,"['CARD', 'OFFER_HELP']","(today, DATE)"
11,1,yeah hold morning let us see i am calling on behalf of all of my mother just got activated for a foot up with us and the receipt look perfect on a debit card she is right here if you want to speak to her we realize that very hard of hearing it is very hard for her to go so but i do realize what a verify her driving please help give the phone to her you can also any questions you want to confirm that i think if you do not understand he lost me and then i can i can i can actually help order,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'OFFER_DIRECT', 'CAUSE', 'ACK_POS', 'ASK_IF_CLEAR', 'INFO_DIRECT', 'CONFIRM_QUES', 'ACCEPT_POS', 'SUGGEST_DIRECT', 'HOLD_DIRECT', 'CARD', 'COMPLIMENT_DIRECT', 'VERIFY_DETAIL', 'INIT_DIRECT_MID', 'INTRODUCE_SELF', 'NEGATE_DIRECT', 'EFFECT', 'PHONE', 'GUESS_DIRECT', 'INTRODUCE_COMPANY']",
11,0,all right,['ACCEPT_POS'],
11,1,okay second,"['HOLD_DIRECT', 'ACCEPT_POS']",
11,0,yes yes yes,['ACCEPT_POS'],
11,0,hello,['GREET_FORMAL'],
11,1,hi,['GREET_FORMAL'],
11,0,hello what is your name,"['VERIFY_DETAIL', 'INTRODUCE_SELF', 'NAME', 'GREET_FORMAL']",
11,0,hi,['GREET_FORMAL'],
11,0,what is your name hi,"['VERIFY_DETAIL', 'INTRODUCE_SELF', 'NAME', 'GREET_FORMAL']",
11,1,no,"['ACCEPT_NEG', 'NEGATE_DIRECT']",
11,0,data birth,['DOB'],
11,0,yeah,['ACCEPT_POS'],
11,0,yeah,['ACCEPT_POS'],
11,0,for all other,"['CAUSE', 'ALTERNATIVE_DIRECT']","(Nine, CARDINAL)"
11,0,and the last for your social security number,"['CAUSE', 'SSN']",
11,0,in austin for did you of your social security number last digits only,"['CAUSE', 'DIGITS', 'SSN']","(Austin, GPE)"
11,0,thanks bye,"['BYE_FORMAL', 'THANK_DIRECT']",
11,1,hello,['GREET_FORMAL'],
11,0,all right what can i help you with today,"['VERIFY_DETAIL', 'OFFER_HELP', 'ACCEPT_POS']","(today, DATE)"
11,0,no not my phone will keep you,"['PHONE', 'ACCEPT_NEG', 'NEGATE_DIRECT']",
11,0,my son will speak to you,[],
11,0,thank,['THANK_DIRECT'],
11,1,you,[],
11,0,okay,['ACCEPT_POS'],
11,0,okay,['ACCEPT_POS'],
11,0,thank you so much the appreciate patience while you see what you are trying to understand is what you are asking yeah just a couple of quick questions so the end office correct if you also find the back of a debit card which is which is good the question of how do a process the deposit now you have to call social security back to know let them know you have that card and when are they going to deposit your phone,"['CONDITION_DIRECT', 'EFFECT', 'CAUSE', 'ACK_POS', 'INIT_DIRECT_MID', 'PHONE', 'INFO_DIRECT', 'CARD', 'ACCEPT_POS', 'SSN', 'THANK_DIRECT']",
11,1,i am sorry,"['REFUSE_DIRECT', 'PARDON_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT']",
11,0,social security you have to call them in action when i go to deposit your funds on your account,"['ACCOUNT', 'CONDITION_DIRECT', 'SSN']",
11,1,well i do not but let me the book this book the first payment was actually given by itself but i could set,"['OFFER_DIRECT', 'CONDITION_DIRECT', 'NEGATE_DIRECT', 'EFFECT']","(first, ORDINAL)"
11,0,okay can you repeat that sir it is kind of loud over here,"['ADDRESS_FORMAL', 'VERIFY_DETAIL', 'CAUSE', 'INTRODUCE_SELF', 'ACCEPT_POS']",
11,1,i said the first payment came by and i threw it sat right but deposit back into into the back,"['CONDITION_DIRECT', 'ACCEPT_POS', 'REPEAT_DIRECT', 'EFFECT']","(first, ORDINAL)"
11,0,okay so the next time they,"['EFFECT', 'ACCEPT_POS', 'INIT_DIRECT_MID']",
11,0,get you next time you get a deposit is going to come on this car because it is all first time you ever get paid to get a check,"['CAUSE', 'INTRODUCE_SELF', 'INIT_DIRECT_MID']","(first, ORDINAL)"
11,1,correct i know but well with my question how do i ask for deposits do i need to go to a bank deposited because you can deposit,"['CONDITION_DIRECT', 'OBLIGATION_QUES', 'EFFECT', 'CAUSE', 'VERIFY_DETAIL', 'INIT_ASK', 'INFO_DIRECT', 'ACCEPT_POS']",
11,0,it wrecked express kerr because you can only receive deposits on here you can,"['CAUSE', 'ACCEPT_POS']","(Kerr, PERSON)"
11,1,go on more my mom i understand that i understand that from the next deposit on with some stock my question is they will be future deposits only happen also to activate the card and offered the post of the post,"['ACK_POS', 'INIT_DIRECT_MID', 'CARD', 'INFO_DIRECT', 'ADDRESS_CASUAL', 'CLEAR_DIRECT', 'INTRODUCE_COMPANY']",
11,0,that is what they told me,[],
11,1,that my question is how do i deposit the set like is the preferred bank i have to go to know what is going to go to,"['OBLIGATION_QUES', 'VERIFY_DETAIL', 'OBLIGATION_DIRECT', 'INIT_ASK', 'INFO_DIRECT']",
11,0,any bank,['ALTERNATIVE_DIRECT'],
11,1,in the bank you need,[],
11,0,correct,['ACCEPT_POS'],
11,1,okay so and is it is it going to be any charge for using an atm,"['ALTERNATIVE_DIRECT', 'EFFECT', 'CAUSE', 'INTRODUCE_SELF', 'ACCEPT_POS']",
11,0,you have to go to the money pass atms those are the surcharge free atm for those direct express card,"['CAUSE', 'CARD']","(ATM, ORG)"
11,1,okay i will call you call money back,['ACCEPT_POS'],
11,0,money pass yes,['ACCEPT_POS'],
11,1,okay do you know which burns burns you money back,"['CAUSE', 'INFO_DIRECT', 'ACCEPT_POS', 'REPEAT_DIRECT']",
11,0,demos for the atm that is what the they have money pat atm,['CAUSE'],"(Pat ATM, PERSON)"
11,0,you can go to the bank you can go to any bank and withdraw money for free,"['CAUSE', 'ALTERNATIVE_DIRECT', 'ACCEPT_POS']",
11,1,hello but my question is let me go to bank of america the bank of america they have money fast if you are you know,"['CONDITION_DIRECT', 'REPEAT_DIRECT', 'EFFECT', 'OFFER_DIRECT', 'INFO_DIRECT', 'GREET_FORMAL']","(America, GPE),(America, GPE)"
11,0,i do not know sir,"['ADDRESS_FORMAL', 'NEGATE_DIRECT', 'INFO_RESPONSE_NEG']",
11,1,okay i will go ahead and talk to them you can look,['ACCEPT_POS'],
11,0,you can look on goole and see if they have,"['CONDITION_DIRECT', 'ACCEPT_POS']",
11,0,if they have any money pass atms in there,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT']",
11,1,okay so i will go and look for the money back to the other close by and then so i can just you use this card and then i can just go deposits at the atm but i have money,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'EFFECT', 'CAUSE', 'CARD', 'ACCEPT_POS']","(ATM, ORG)"
11,0,correct,['ACCEPT_POS'],
11,1,okay well you put the money back this is circular just the thought of me is perfect,"['COMPLIMENT_DIRECT', 'EFFECT', 'INTRODUCE_SELF', 'ACCEPT_POS', 'INTRODUCE_COMPANY']",
11,0,correct cents every time you for transaction at a non money past pm,"['CAUSE', 'ACCEPT_POS']",
11,1,it is just that it would be they will be a total of that is correct and let us see what i do not see the app on my phone and with the worth of the flight for directors press is it up there for all,"['SUGGEST_DIRECT', 'CAUSE', 'INTRODUCE_SELF', 'NEGATE_DIRECT', 'PHONE', 'ACCEPT_POS']",
11,0,correct,['ACCEPT_POS'],
11,1,okay and on the mobile lap i need to get through on the mobile out correct,"['PHONE', 'VERIFY_DETAIL', 'ACCEPT_POS', 'CAUSE']",
11,0,correct well the mobile app is not running right now so you have to register online the webster,"['EFFECT', 'CAUSE', 'NEGATE_DIRECT', 'PHONE', 'ACCEPT_POS']",
11,1,i would go on the record and then later on i understand that from the professionals who work on the out correct,"['CONDITION_DIRECT', 'EFFECT', 'ACK_POS', 'ACCEPT_POS', 'CLEAR_DIRECT', 'INTRODUCE_COMPANY']",
11,0,correct,['ACCEPT_POS'],
11,1,okay no holds a whole long before the mobile office is is back up and running,"['PHONE', 'ACCEPT_POS', 'ACCEPT_NEG', 'NEGATE_DIRECT']",
11,0,no sir i do not know that,"['ADDRESS_FORMAL', 'ACCEPT_NEG', 'NEGATE_DIRECT']",
11,1,thank you so much for your time,"['EFFECT', 'CAUSE', 'THANK_DIRECT']",
11,0,all right,['ACCEPT_POS'],
11,1,goodbye but,"['BYE_FORMAL', 'CONDITION_DIRECT', 'EFFECT']",
12,0,thank you for calling direct express my name is diana how mass issue,"['CAUSE', 'NAME', 'INTRODUCE_SELF', 'INTRODUCE_COMPANY', 'THANK_DIRECT']","(Diana, PERSON)"
12,1,we were just setting up the card for that social security payments i do not think they put a payment on until and they just wishes so if you so just wait for the phone rang,"['CONDITION_DIRECT', 'HOLD_DIRECT', 'EFFECT', 'CAUSE', 'OPINION_DIRECT', 'NEGATE_DIRECT', 'PHONE', 'CARD', 'SSN']","(August, DATE)"
12,0,and who am i speaking with today,['INTRODUCE_SELF'],"(today, DATE)"
12,1,shannon over back,['CAUSE'],"(Shannon, FAC)"
12,0,all right she any key verify the last for the card number,"['ALTERNATIVE_DIRECT', 'CAUSE', 'CARD', 'ACCEPT_POS']",
12,1,the last numbers,[],
12,0,yes,['ACCEPT_POS'],
12,0,and this security number the last for the social security number on your account,"['ACCOUNT', 'SSN', 'CAUSE', 'NUMBER']",
12,0,your date of birth,['DOB'],
12,0,thank you for that information give me second what into your account,"['HOLD_DIRECT', 'CAUSE', 'ACCOUNT', 'THANK_DIRECT']","(second, ORDINAL)"
12,0,all right i do want to go over some important information with you before i look into your account is that okay,"['ACCOUNT', 'ACCEPT_POS', 'CAUSE']",
12,1,okay,['ACCEPT_POS'],
12,0,okay all right thank you and it is been a very warm welcome to you for being a part of the direct express program we have updated our systems to provide you better service as always you can use your card or mastercard are accepted this includes he purchases it up automatic bill payments for utility smartphone as well as a teal withdrawals,"['ALTERNATIVE_DIRECT', 'EFFECT', 'CAUSE', 'INTRODUCE_SELF', 'CARD', 'ACCEPT_POS', 'INTRODUCE_COMPANY', 'THANK_DIRECT']","(MasterCard, ORG)"
12,0,we do have features that will be available to you the direct express cash access allows you to go to wal-mart location and access cash from your card without making a purchase and they will be a fee of a dollar you can enjoy the new car our webster to access your card information to check your balance your preacher transactions make changes to your personal information you also set up alerts notifying you opposed to deposit a low balance transaction activity changes in,"['VERIFY_DETAIL', 'INIT_DIRECT_MID', 'WISH_DIRECT', 'CARD', 'ACCEPT_POS', 'INTRODUCE_COMPANY']",
12,0,you can go to the w w w s direct to access the webster,['ACCEPT_POS'],"(the W W W S, FAC)"
12,0,also you come before beria activities using automated phone system such as card activation pin change,"['PHONE', 'CARD', 'EFFECT', 'INIT_DIRECT_MID']",
12,1,what was the webster please visit w w w w w w,['VERIFY_DETAIL'],"(W W W W W W, ORG)"
12,0,s direct,[],
12,1,you u s direct express,[],
12,0,yes,['ACCEPT_POS'],
12,1,okay thanks,"['ACCEPT_POS', 'THANK_DIRECT']",
12,0,you are welcome and whether i do wanna let you know that we are available to you and days of the year ended you want to get signed up with any text messages or email alerts today,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'EMAIL', 'REPEAT_DIRECT', 'THANK_RESPONSE', 'DATE', 'VERIFY_DETAIL', 'INTRODUCE_COMPANY']","(today, DATE)"
12,1,yeah be nice if you text me when there is any activity on the car,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT', 'ACCEPT_POS']",
12,0,all right that is fine give me second,"['HOLD_DIRECT', 'ACCEPT_POS']","(second, ORDINAL)"
12,0,is your mobile phone number the zero zero,"['PHONE', 'VERIFY_DETAIL', 'NUMBER']","(zero, CARDINAL)"
12,1,to,[],
12,0,hurry me second to get that updated,['HOLD_DIRECT'],"(second, ORDINAL)"
12,0,you said you wanted,[],
12,1,your,[],
12,0,for when your your balance teacher cart or for transactions or did you want both,"['CAUSE', 'CONDITION_DIRECT', 'ALTERNATIVE_DIRECT']",
12,1,both,['ALTERNATIVE_DIRECT'],
12,0,all right,['ACCEPT_POS'],
12,0,did you want to do the wrong pin intent so whenever you enter the wrong pin number on your card it will send you an alert,"['CONDITION_DIRECT', 'CARD', 'EFFECT', 'NUMBER']",
12,1,yeah sure go head i do need some help with this,['ACCEPT_POS'],
12,0,all right,['ACCEPT_POS'],
12,0,and for your card balance alerts,"['CAUSE', 'CARD']",
12,0,did you want to receive those every month every day or every once once a month once a week or once today,"['ALTERNATIVE_DIRECT', 'DATE']","(today, DATE)"
12,1,i guess just once a month when it is actually made,"['CONDITION_DIRECT', 'INTRODUCE_SELF', 'DATE']",
12,0,all right,['ACCEPT_POS'],
12,0,and whether any anything else,"['CONDITION_DIRECT', 'ALTERNATIVE_DIRECT']",
12,0,did you have any more questions on the i should say,"['INFO_DIRECT', 'ALTERNATIVE_DIRECT']",
12,1,no i do not think that i do not think anybody should be loaded on this until so i guess i just wait till then,"['CONDITION_DIRECT', 'HOLD_DIRECT', 'ACCEPT_NEG', 'EFFECT', 'NEGATE_DIRECT', 'OPINION_DIRECT']","(August, DATE)"
12,0,yeah it will send you a text message when you received your benefits,"['CONDITION_DIRECT', 'ACCEPT_POS']",
12,1,well that is great thank you very much,"['COMPLIMENT_DIRECT', 'EFFECT', 'ACK_POS', 'ACCEPT_POS', 'WISH_DIRECT', 'THANK_DIRECT']",
12,0,you are welcome and were there anything else i can assist you with today mister shannon,"['ADDRESS_FORMAL', 'THANK_RESPONSE', 'OFFER_HELP', 'INTRODUCE_COMPANY']","(today, DATE),(Shannon, PERSON)"
12,1,no thank you,"['ACCEPT_NEG', 'NEGATE_DIRECT', 'THANK_DIRECT']",
12,0,okay thank you for calling dark express and you have a blessed day okay,"['CAUSE', 'ACCEPT_POS', 'INTRODUCE_COMPANY', 'THANK_DIRECT']",
12,1,you too bye bye,"['BYE_FORMAL', 'EFFECT']",
12,0,bye,['BYE_FORMAL'],
13,0,thank you for calling direct express card services this is sherry how i help you,"['CAUSE', 'OFFER_HELP', 'INTRODUCE_SELF', 'CARD', 'INTRODUCE_COMPANY', 'THANK_DIRECT']",
13,2,yes hello i have requested a direct express card from social security because i i have i give benefits from them and i just call about minutes ago to you all to see if my check was deposited they said no,"['CONDITION_DIRECT', 'ACCEPT_NEG', 'CAUSE', 'INTRODUCE_COMPANY', 'NEGATE_DIRECT', 'CARD', 'ACCEPT_POS', 'SSN', 'GREET_FORMAL']","(about minutes ago, TIME)"
13,0,and,[],
13,2,i also security and they say i am gonna receive a paper check today now they are telling me that you guys have to update the information to them and request the routing or give them the routing in the account number well can i talk to,"['ROUTING_NO', 'ALTERNATIVE_DIRECT', 'EFFECT', 'OFFER_DIRECT', 'CAUSE', 'VERIFY_DETAIL', 'INIT_DIRECT_MID', 'INTRODUCE_SELF', 'ACCOUNT', 'NUMBER']","(today, DATE)"
13,0,it is the social security responsibility to get the routing number and account number,"['ROUTING_NO', 'SSN', 'INTRODUCE_SELF', 'ACCOUNT', 'NUMBER']",
13,0,they have that is their responsibility we do not provide the routing number or the account numbers,"['ACCOUNT', 'ROUTING_NO', 'ALTERNATIVE_DIRECT', 'NEGATE_DIRECT']",
13,2,uh-huh because she that is exactly what this person told me,"['CAUSE', 'AGREE_DIRECT', 'HESITATE_DIRECT']",
13,2,did you guys have to updated to them so they can send it to you guys so no i mean i should do,"['EFFECT', 'ACCEPT_NEG', 'NEGATE_DIRECT']",
13,0,we are i am in omaha nebraska you know we would not be mailing out those all across the country those those would be in yours your local office and that they have that information where you you know you you would know some of the banks and everything you would be able to get that routing number you could do your transaction from your car onto a say you want to pay of your bills or you want to,"['ROUTING_NO', 'ALTERNATIVE_DIRECT', 'REPEAT_DIRECT', 'INTRODUCE_SELF', 'NEGATE_DIRECT', 'INTRODUCE_COMPANY']","(Omaha Nebraska, GPE)"
13,2,because i think the the the bank that you are reset card for those so security is called committee guys that correct america,"['EFFECT', 'CAUSE', 'GUESS_DIRECT', 'CARD', 'ACCEPT_POS', 'INTRODUCE_COMPANY']","(America, GPE)"
13,2,so you should just go to other banks and telling my situation,"['SUGGEST_DIRECT', 'ALTERNATIVE_DIRECT', 'EFFECT']",
13,0,no it is there was social okay,"['ACCEPT_POS', 'INTRODUCE_SELF', 'ACCEPT_NEG', 'NEGATE_DIRECT']",
13,2,there are,[],
13,0,there are a lot of offices around the united states that are providing routing numbers and account numbers,"['ACCOUNT', 'ROUTING_NO']","(the United States, GPE)"
13,2,huh,['HESITATE_DIRECT'],
