Call_ID,Speaker,Dialogue,Sentences,NounChunks,Co-Reference,Tags,PERSON,ORG,Bye,IntroduceCompany,Thank,Offer,KPI
9,1,Your voice message is being converted to text it will be sent as an SMS.                                                                                                                                                                                                                                                             ,Your voice message is being converted to text it will be sent as an SMS.                                                                                                                                                                                                                                                             ,"Your voice message,it,an SMS","Your voice message: [Your voice message, it]","[('Your', '-PRON-', 'DET', '', 'poss'), ('voice', 'voice', 'NOUN', '', 'compound'), ('message', 'message', 'NOUN', '', 'nsubjpass'), ('is', 'be', 'VERB', '', 'aux'), ('being', 'be', 'VERB', '', 'auxpass'), ('converted', 'convert', 'VERB', '', 'ccomp'), ('to', 'to', 'PART', '', 'prep'), ('text', 'text', 'VERB', '', 'pobj'), ('it', '-PRON-', 'PRON', '', 'nsubjpass'), ('will', 'will', 'VERB', '', 'aux'), ('be', 'be', 'VERB', '', 'auxpass'), ('sent', 'send', 'VERB', '', 'ROOT'), ('as', 'as', 'ADP', '', 'prep'), ('an', 'an', 'DET', '', 'det'), ('SMS', 'sms', 'NOUN', '', 'pobj'), ('.', '.', 'PUNCT', '', 'punct'), (' ', ' ', 'SPACE', '', '')]",,,,,,,Mastered
9,1,Thanks for using toasters message to text service                                                                                                                                                                                                                                                                                    ,Thanks for using toasters message to text service                                                                                                                                                                                                                                                                                    ,"Thanks,toasters,message,to text service",,"[('Thanks', 'thank', 'NOUN', '', 'ROOT'), ('for', 'for', 'ADP', '', 'prep'), ('using', 'use', 'VERB', '', 'pcomp'), ('toasters', 'toaster', 'NOUN', '', 'dobj'), ('message', 'message', 'NOUN', '', 'dobj'), ('to', 'to', 'ADP', '', 'aux'), ('text', 'text', 'NOUN', '', 'compound'), ('service', 'service', 'NOUN', '', 'dobj'), (' ', ' ', 'SPACE', '', '')]",,,,,Thanks,,Mastered
10,2, No that is all thank you., No that is all thank you.,you,,"[(' ', ' ', 'SPACE', '', ''), ('No', 'no', 'INTJ', '', 'intj'), ('that', 'that', 'DET', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ROOT'), ('all', 'all', 'DET', '', 'dep'), ('thank', 'thank', 'VERB', '', 'acomp'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,Thank you,,Mastered
10,0, You're welcome Sir thank you for calling direct express card services you have a good day.," You're welcome,Sir thank you for calling direct express card services,you have a good day."," You,Sir,you,direct express card services,you,a good day",,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'nsubj'), (""'re"", 'be', 'VERB', '', 'ROOT'), ('welcome', 'welcome', 'ADJ', '', 'acomp'), ('Sir', 'Sir', 'PROPN', '', 'nsubj'), ('thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('direct', 'direct', 'ADJ', '', 'amod'), ('express', 'express', 'ADJ', '', 'amod'), ('card', 'card', 'NOUN', '', 'compound'), ('services', 'service', 'NOUN', '', 'dobj'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ROOT'), ('a', 'a', 'DET', '', 'det'), ('good', 'good', 'ADJ', '', 'amod'), ('day', 'day', 'NOUN', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,Have a good day,"welcome,Thank you for calling",Thank you for calling,,Mastered
10,2, Line for #  minutes I want help yeah a lot of I would log on thank you.," Line for #  minutes I want help,yeah,a lot of I would log on thank you."," Line,#  minutes,I,help,a lot,I,you",,"[(' ', ' ', 'SPACE', '', ''), ('Line', 'line', 'NOUN', '', 'ROOT'), ('for', 'for', 'ADP', '', 'prep'), ('#', '#', 'SYM', 'MONEY', 'nmod'), (' ', ' ', 'SPACE', 'MONEY', ''), ('minutes', 'minute', 'NOUN', 'MONEY', 'pobj'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('want', 'want', 'VERB', '', 'relcl'), ('help', 'help', 'NOUN', '', 'dobj'), ('yeah', 'yeah', 'INTJ', '', 'ROOT'), ('a', 'a', 'DET', '', 'det'), ('lot', 'lot', 'NOUN', '', 'nsubj'), ('of', 'of', 'ADP', '', 'prep'), ('I', '-PRON-', 'PRON', '', 'pobj'), ('would', 'would', 'VERB', '', 'aux'), ('log', 'log', 'VERB', '', 'ROOT'), ('on', 'on', 'ADP', '', 'prt'), ('thank', 'thank', 'VERB', '', 'advcl'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,Thank you,,Mastered
10,0, Sir you are welcome bye., Sir you are welcome bye.,you,,"[(' ', ' ', 'SPACE', '', ''), ('Sir', 'Sir', 'PROPN', '', 'npadvmod'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('are', 'be', 'VERB', '', 'ROOT'), ('welcome', 'welcome', 'ADJ', '', 'advmod'), ('bye', 'bye', 'ADV', '', 'acomp'), ('.', '.', 'PUNCT', '', 'punct')]",,,Bye,welcome,,,Mastered
10,2, Bye., Bye.,,,"[(' ', ' ', 'SPACE', '', ''), ('Bye', 'bye', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,Bye,,,,Mastered
10,2, What else., What else., What,,"[(' ', ' ', 'SPACE', '', ''), ('What', 'what', 'PRON', '', 'ROOT'), ('else', 'else', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
11,0, Correct., Correct., Correct,,"[(' ', ' ', 'SPACE', '', ''), ('Correct', 'Correct', 'PROPN', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
11,1, Okay no holds a whole long before the mobile office is is back up and running., Okay no holds a whole long before the mobile office is is back up and running.,the mobile office,,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'intj'), ('no', 'no', 'DET', '', 'det'), ('holds', 'hold', 'VERB', '', 'csubj'), ('a', 'a', 'DET', '', 'det'), ('whole', 'whole', 'ADJ', '', 'dobj'), ('long', 'long', 'ADV', '', 'advmod'), ('before', 'before', 'ADP', '', 'mark'), ('the', 'the', 'DET', '', 'det'), ('mobile', 'mobile', 'ADJ', '', 'amod'), ('office', 'office', 'NOUN', '', 'nsubj'), ('is', 'be', 'VERB', '', 'advcl'), ('is', 'be', 'VERB', '', 'ROOT'), ('back', 'back', 'ADV', '', 'advmod'), ('up', 'up', 'ADP', '', 'prt'), ('and', 'and', 'CCONJ', '', 'cc'), ('running', 'run', 'VERB', '', 'conj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
11,0, No Sir I do not know that., No Sir I do not know that.,I,,"[(' ', ' ', 'SPACE', '', ''), ('No', 'no', 'DET', '', 'det'), ('Sir', 'Sir', 'PROPN', '', 'npadvmod'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('do', 'do', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('know', 'know', 'VERB', '', 'ROOT'), ('that', 'that', 'DET', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
11,1, Thank you so much for your time., Thank you so much for your time.,"you,your time",,"[(' ', ' ', 'SPACE', '', ''), ('Thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('so', 'so', 'ADV', '', 'advmod'), ('much', 'much', 'ADV', '', 'advmod'), ('for', 'for', 'ADP', '', 'prep'), ('your', '-PRON-', 'DET', '', 'poss'), ('time', 'time', 'NOUN', '', 'pobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,Thank you so much,,Mastered
11,0, All right., All right.,,,"[(' ', ' ', 'SPACE', '', ''), ('All', 'all', 'ADV', '', 'advmod'), ('right', 'right', 'ADV', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
11,1, Goodbye but., Goodbye but., Goodbye,,"[(' ', ' ', 'SPACE', '', ''), ('Goodbye', 'Goodbye', 'PROPN', '', 'ROOT'), ('but', 'but', 'CCONJ', '', 'cc'), ('.', '.', 'PUNCT', '', 'punct')]",,,Goodbye,,,,Mastered
12,1, Well that is great thank you very much.," Well that is great,thank you very much.",you,,"[(' ', ' ', 'SPACE', '', ''), ('Well', 'well', 'INTJ', '', 'intj'), ('that', 'that', 'DET', '', 'nsubj'), ('is', 'be', 'VERB', '', 'ROOT'), ('great', 'great', 'ADJ', '', 'acomp'), ('thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('very', 'very', 'ADV', '', 'advmod'), ('much', 'much', 'ADV', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,Thank you very much,,Mastered
12,0, You're welcome and were there anything else I can assist you with today Mister Shannon., You're welcome and were there anything else I can assist you with today Mister Shannon.," You,anything,I,you,today Mister Shannon",,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'nsubj'), (""'re"", 'be', 'VERB', '', 'ROOT'), ('welcome', 'welcome', 'ADJ', '', 'acomp'), ('and', 'and', 'CCONJ', '', 'cc'), ('were', 'be', 'VERB', '', 'conj'), ('there', 'there', 'ADV', '', 'expl'), ('anything', 'anything', 'NOUN', '', 'attr'), ('else', 'else', 'ADV', '', 'advmod'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('can', 'can', 'VERB', '', 'aux'), ('assist', 'assist', 'VERB', '', 'relcl'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('with', 'with', 'ADP', '', 'prep'), ('today', 'today', 'NOUN', 'DATE', 'compound'), ('Mister', 'Mister', 'PROPN', '', 'compound'), ('Shannon', 'Shannon', 'PROPN', 'PERSON', 'pobj'), ('.', '.', 'PUNCT', '', 'punct')]",Shannon,,,welcome,,,Mastered
12,1, No thank you., No thank you.,you,,"[(' ', ' ', 'SPACE', '', ''), ('No', 'no', 'INTJ', '', 'intj'), ('thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,Thank you,,Mastered
12,0, Okay thank you for calling dark express and you have a blessed day okay.," Okay thank you for calling dark express and you have a blessed day,okay.","you,dark express,you,a blessed day",,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'intj'), ('thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('dark', 'dark', 'ADJ', '', 'amod'), ('express', 'express', 'NOUN', '', 'dobj'), ('and', 'and', 'CCONJ', '', 'cc'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'conj'), ('a', 'a', 'DET', '', 'det'), ('blessed', 'blessed', 'ADJ', '', 'amod'), ('day', 'day', 'NOUN', '', 'dobj'), ('okay', 'okay', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,Thank you for calling,Thank you for calling,,Mastered
12,1, You too bye bye., You too bye bye., You,,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'nsubj'), ('too', 'too', 'ADV', '', 'advmod'), ('bye', 'bye', 'INTJ', '', 'ROOT'), ('bye', 'bye', 'INTJ', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,Bye Bye,,,,Mastered
12,0, Bye., Bye.,,,"[(' ', ' ', 'SPACE', '', ''), ('Bye', 'bye', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,Bye,,,,Mastered
13,2, No no they told me this was a program for the social security people even if I did not have a a., No no they told me this was a program for the social security people even if I did not have a a.,"they,me,a program,the social security people,I,a a.",,"[(' ', ' ', 'SPACE', '', ''), ('No', 'no', 'INTJ', '', 'det'), ('no', 'no', 'INTJ', '', 'intj'), ('they', '-PRON-', 'PRON', '', 'nsubj'), ('told', 'tell', 'VERB', '', 'ROOT'), ('me', '-PRON-', 'PRON', '', 'dobj'), ('this', 'this', 'DET', '', 'nsubj'), ('was', 'be', 'VERB', '', 'ccomp'), ('a', 'a', 'DET', '', 'det'), ('program', 'program', 'NOUN', '', 'attr'), ('for', 'for', 'ADP', '', 'prep'), ('the', 'the', 'DET', '', 'det'), ('social', 'social', 'ADJ', '', 'amod'), ('security', 'security', 'NOUN', '', 'compound'), ('people', 'people', 'NOUN', '', 'pobj'), ('even', 'even', 'ADV', '', 'advmod'), ('if', 'if', 'ADP', '', 'mark'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('did', 'do', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('have', 'have', 'VERB', '', 'advcl'), ('a', 'a', 'DET', '', 'det'), ('a.', 'a.', 'NOUN', '', 'dobj')]",,,,,,,Mastered
13,2, Recall that bank accounts direct deposit., Recall that bank accounts direct deposit.," Recall,bank,direct deposit",,"[(' ', ' ', 'SPACE', '', ''), ('Recall', 'Recall', 'PROPN', '', 'ROOT'), ('that', 'that', 'DET', '', 'mark'), ('bank', 'bank', 'NOUN', '', 'nsubj'), ('accounts', 'account', 'VERB', '', 'ccomp'), ('direct', 'direct', 'ADJ', '', 'amod'), ('deposit', 'deposit', 'NOUN', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
13,2, Okay well then let me let me see what I can do but I you know I would like to have the checks in there but you are telling me you do not request you do not send that to them they have to request it right.," Okay well then let me let me see what I can do,but I you know I would like to have the checks in there,but you are telling me you do not request you do not send that,to them they have to request it right.","me,me,what,I,I,you,I,the checks,you,me,you,you,them,they,it","the checks: [the checks, them, they],that: [that, it]","[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'intj'), ('well', 'well', 'INTJ', '', 'intj'), ('then', 'then', 'ADV', '', 'advmod'), ('let', 'let', 'VERB', '', 'ROOT'), ('me', '-PRON-', 'PRON', '', 'nsubj'), ('let', 'let', 'VERB', '', 'ccomp'), ('me', '-PRON-', 'PRON', '', 'nsubj'), ('see', 'see', 'VERB', '', 'ccomp'), ('what', 'what', 'PRON', '', 'dobj'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('can', 'can', 'VERB', '', 'aux'), ('do', 'do', 'VERB', '', 'ccomp'), ('but', 'but', 'CCONJ', '', 'cc'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('know', 'know', 'VERB', '', 'parataxis'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('would', 'would', 'VERB', '', 'aux'), ('like', 'like', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('have', 'have', 'VERB', '', 'xcomp'), ('the', 'the', 'DET', '', 'det'), ('checks', 'check', 'NOUN', '', 'dobj'), ('in', 'in', 'ADP', '', 'prep'), ('there', 'there', 'ADV', '', 'pcomp'), ('but', 'but', 'CCONJ', '', 'cc'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('are', 'be', 'VERB', '', 'aux'), ('telling', 'tell', 'VERB', '', 'ROOT'), ('me', '-PRON-', 'PRON', '', 'dobj'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('do', 'do', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('request', 'request', 'VERB', '', 'ccomp'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('do', 'do', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('send', 'send', 'VERB', '', 'ccomp'), ('that', 'that', 'DET', '', 'dobj'), ('to', 'to', 'ADP', '', 'prep'), ('them', '-PRON-', 'PRON', '', 'pobj'), ('they', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('request', 'request', 'VERB', '', 'xcomp'), ('it', '-PRON-', 'PRON', '', 'dobj'), ('right', 'right', 'ADJ', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,"Let me,Let me",Mastered
13,0, Yes., Yes.,,,"[(' ', ' ', 'SPACE', '', ''), ('Yes', 'yes', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
13,2, Okay well then I'd probably have to go in person again okay thank you.," Okay well then I'd probably have to go in person again,okay thank you.","I,person,you",,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'intj'), ('well', 'well', 'INTJ', '', 'intj'), ('then', 'then', 'ADV', '', 'advmod'), ('I', '-PRON-', 'PRON', '', 'nsubj'), (""'d"", 'would', 'VERB', '', 'aux'), ('probably', 'probably', 'ADV', '', 'advmod'), ('have', 'have', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('go', 'go', 'VERB', '', 'xcomp'), ('in', 'in', 'ADP', '', 'prep'), ('person', 'person', 'NOUN', '', 'pobj'), ('again', 'again', 'ADV', '', 'advmod'), ('okay', 'okay', 'INTJ', '', 'intj'), ('thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,Thank you,,Mastered
13,0, You're welcome bye bye., You're welcome bye bye., You,,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'nsubj'), (""'re"", 'be', 'VERB', '', 'ROOT'), ('welcome', 'welcome', 'ADJ', '', 'acomp'), ('bye', 'bye', 'INTJ', '', 'dep'), ('bye', 'bye', 'INTJ', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,Bye Bye,welcome,,,Mastered
14,0, Alerts and you are set up for a large okay is there anything else I can assist you with or try.," Alerts and you are set up for a large okay,is there anything else I can assist you with or try."," Alerts,you,a large okay,anything,I,you",,"[(' ', ' ', 'SPACE', '', ''), ('Alerts', 'alert', 'NOUN', '', 'nsubjpass'), ('and', 'and', 'CCONJ', '', 'cc'), ('you', '-PRON-', 'PRON', '', 'nsubjpass'), ('are', 'be', 'VERB', '', 'auxpass'), ('set', 'set', 'VERB', '', 'ROOT'), ('up', 'up', 'PART', '', 'prt'), ('for', 'for', 'ADP', '', 'prep'), ('a', 'a', 'DET', '', 'det'), ('large', 'large', 'ADJ', '', 'amod'), ('okay', 'okay', 'NOUN', '', 'pobj'), ('is', 'be', 'VERB', '', 'ROOT'), ('there', 'there', 'ADV', '', 'expl'), ('anything', 'anything', 'NOUN', '', 'attr'), ('else', 'else', 'ADV', '', 'advmod'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('can', 'can', 'VERB', '', 'aux'), ('assist', 'assist', 'VERB', '', 'relcl'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('with', 'with', 'ADP', '', 'prep'), ('or', 'or', 'CCONJ', '', 'cc'), ('try', 'try', 'VERB', '', 'conj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
14,2, That's needed to call if you are seeing., That's needed to call if you are seeing.,you,,"[(' ', ' ', 'SPACE', '', ''), ('That', 'that', 'DET', '', 'nsubjpass'), (""'s"", 'be', 'VERB', '', 'auxpass'), ('needed', 'need', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('call', 'call', 'VERB', '', 'xcomp'), ('if', 'if', 'ADP', '', 'mark'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('are', 'be', 'VERB', '', 'aux'), ('seeing', 'see', 'VERB', '', 'ccomp'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
14,0, Okay., Okay.,,,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
14,0, Okay well thank you for calling direct express card services thank you for your patience with me on my cell computer and Mister lane you have a wonderful day Sir okay.," Okay well thank you for calling direct express card services thank you for your patience with me on my cell computer and Mister lane you have a wonderful day,Sir okay.","you,direct express card services,you,your patience,me,my cell computer and Mister lane,you,a wonderful day",,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'intj'), ('well', 'well', 'INTJ', '', 'advmod'), ('thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('direct', 'direct', 'ADJ', '', 'amod'), ('express', 'express', 'ADJ', '', 'amod'), ('card', 'card', 'NOUN', '', 'compound'), ('services', 'service', 'NOUN', '', 'dobj'), ('thank', 'thank', 'VERB', '', 'advcl'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('your', '-PRON-', 'DET', '', 'poss'), ('patience', 'patience', 'NOUN', '', 'pobj'), ('with', 'with', 'ADP', '', 'prep'), ('me', '-PRON-', 'PRON', '', 'pobj'), ('on', 'on', 'ADP', '', 'prep'), ('my', '-PRON-', 'DET', '', 'poss'), ('cell', 'cell', 'NOUN', '', 'compound'), ('computer', 'computer', 'NOUN', '', 'nmod'), ('and', 'and', 'CCONJ', '', 'cc'), ('Mister', 'Mister', 'PROPN', '', 'conj'), ('lane', 'lane', 'NOUN', '', 'pobj'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'ccomp'), ('a', 'a', 'DET', '', 'det'), ('wonderful', 'wonderful', 'ADJ', '', 'amod'), ('day', 'day', 'NOUN', '', 'dobj'), ('Sir', 'Sir', 'PROPN', '', 'compound'), ('okay', 'okay', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,Have a wonderful day,Thank you for calling,"Thank you for calling,Thank you",,Mastered
14,2, You too all right., You too all right., You,,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'ROOT'), ('too', 'too', 'ADV', '', 'advmod'), ('all', 'all', 'ADV', '', 'advmod'), ('right', 'right', 'ADJ', '', 'amod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
14,0, Okay thank you so much bye bye., Okay thank you so much bye bye.,you,,"[(' ', ' ', 'SPACE', '', ''), ('Okay', 'okay', 'INTJ', '', 'intj'), ('thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('so', 'so', 'ADV', '', 'advmod'), ('much', 'much', 'ADV', '', 'advmod'), ('bye', 'bye', 'INTJ', '', 'advmod'), ('bye', 'bye', 'INTJ', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,Bye Bye,,Thank you so much,,Mastered
15,1, You., You., You,,"[(' ', ' ', 'SPACE', '', ''), ('You', '-PRON-', 'PRON', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
15,0, Know you know I do not think anybody., Know you know I do not think anybody.,"you,I,anybody",,"[(' ', ' ', 'SPACE', '', ''), ('Know', 'know', 'VERB', '', 'intj'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('know', 'know', 'VERB', '', 'parataxis'), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('do', 'do', 'VERB', '', 'aux'), ('not', 'not', 'ADV', '', 'neg'), ('think', 'think', 'VERB', '', 'ROOT'), ('anybody', 'anybody', 'NOUN', '', 'dobj'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
15,0, Because warrant., Because warrant., Because warrant,,"[(' ', ' ', 'SPACE', '', ''), ('Because', 'because', 'ADP', '', 'mark'), ('warrant', 'warrant', 'NOUN', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
15,0, I try to hold my thing or I'm trying to hold it all right.," I try to hold my thing,or I'm trying to hold it all right."," I,my thing,I,it",,"[(' ', ' ', 'SPACE', '', ''), ('I', '-PRON-', 'PRON', '', 'nsubj'), ('try', 'try', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('hold', 'hold', 'VERB', '', 'xcomp'), ('my', '-PRON-', 'DET', '', 'poss'), ('thing', 'thing', 'NOUN', '', 'dobj'), ('or', 'or', 'CCONJ', '', 'cc'), ('I', '-PRON-', 'PRON', '', 'nsubj'), (""'m"", 'be', 'VERB', '', 'aux'), ('trying', 'try', 'VERB', '', 'ROOT'), ('to', 'to', 'PART', '', 'aux'), ('hold', 'hold', 'VERB', '', 'xcomp'), ('it', '-PRON-', 'PRON', '', 'dobj'), ('all', 'all', 'ADV', '', 'advmod'), ('right', 'right', 'ADJ', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,,,,,Mastered
15,0, Thank you for calling direct express card services and you have a blessed day miss with bill okay.," Thank you for calling direct express card services and you have a blessed day miss with bill,okay.","you,direct express card services,you,a blessed day,bill",,"[(' ', ' ', 'SPACE', '', ''), ('Thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('calling', 'call', 'VERB', '', 'pcomp'), ('direct', 'direct', 'ADJ', '', 'amod'), ('express', 'express', 'ADJ', '', 'amod'), ('card', 'card', 'NOUN', '', 'compound'), ('services', 'service', 'NOUN', '', 'dobj'), ('and', 'and', 'CCONJ', '', 'cc'), ('you', '-PRON-', 'PRON', '', 'nsubj'), ('have', 'have', 'VERB', '', 'conj'), ('a', 'a', 'DET', '', 'det'), ('blessed', 'blessed', 'ADJ', '', 'amod'), ('day', 'day', 'NOUN', '', 'nsubj'), ('miss', 'miss', 'NOUN', '', 'ccomp'), ('with', 'with', 'ADP', '', 'prep'), ('bill', 'bill', 'NOUN', '', 'pobj'), ('okay', 'okay', 'INTJ', '', 'ROOT'), ('.', '.', 'PUNCT', '', 'punct')]",,,,Thank you for calling,Thank you for calling,,Mastered
15,0, Thank you for talking to you bye bye., Thank you for talking to you bye bye.,"you,you",,"[(' ', ' ', 'SPACE', '', ''), ('Thank', 'thank', 'VERB', '', 'ROOT'), ('you', '-PRON-', 'PRON', '', 'dobj'), ('for', 'for', 'ADP', '', 'prep'), ('talking', 'talk', 'VERB', '', 'pcomp'), ('to', 'to', 'ADP', '', 'prep'), ('you', '-PRON-', 'PRON', '', 'pobj'), ('bye', 'bye', 'INTJ', '', 'conj'), ('bye', 'bye', 'INTJ', '', 'advmod'), ('.', '.', 'PUNCT', '', 'punct')]",,,Bye Bye,,Thank you,,Mastered
